#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.108527E+04   0.472510E-01   0.000000E+00   0.324303E+01   0.525657E-07   0.324906E-02  -0.156485E-04
     3   0.102375E+04   0.750288E-01   0.000000E+00   0.399028E+01   0.640661E-07   0.325886E-02  -0.188179E-04
     4   0.963295E+03   0.821302E-01   0.000000E+00   0.405082E+01   0.739009E-07   0.319028E-02  -0.187392E-04
     5   0.916170E+03   0.709526E-01   0.000000E+00   0.371357E+01   0.824496E-07   0.308977E-02  -0.163194E-04
     6   0.882107E+03   0.510884E-01   0.000000E+00   0.321298E+01   0.899244E-07   0.297824E-02  -0.123589E-04
     7   0.859031E+03   0.317927E-01   0.000000E+00   0.267444E+01   0.965171E-07   0.286763E-02  -0.782954E-05
     8   0.844042E+03   0.181036E-01   0.000000E+00   0.216258E+01   0.102363E-06   0.275861E-02  -0.372827E-05
     9   0.835246E+03   0.106335E-01   0.000000E+00   0.173235E+01   0.107575E-06   0.264915E-02  -0.659617E-06
    10   0.831241E+03   0.749092E-02   0.000000E+00   0.141065E+01   0.112227E-06   0.254098E-02   0.135016E-05
    11   0.830727E+03   0.639607E-02   0.000000E+00   0.119897E+01   0.116399E-06   0.243944E-02   0.265560E-05
    12   0.833765E+03   0.586448E-02   0.000000E+00   0.108529E+01   0.120147E-06   0.234688E-02   0.311401E-05
    13   0.838614E+03   0.547104E-02   0.000000E+00   0.104595E+01   0.123517E-06   0.226413E-02   0.257172E-05
    14   0.844581E+03   0.497038E-02   0.000000E+00   0.106195E+01   0.126546E-06   0.218879E-02   0.141278E-05
    15   0.852001E+03   0.451739E-02   0.000000E+00   0.111457E+01   0.129267E-06   0.211791E-02   0.139381E-06
    16   0.861225E+03   0.435311E-02   0.000000E+00   0.118605E+01   0.131716E-06   0.204925E-02  -0.849787E-06
    17   0.872006E+03   0.461372E-02   0.000000E+00   0.126147E+01   0.133913E-06   0.198256E-02  -0.151974E-05
    18   0.883295E+03   0.516947E-02   0.000000E+00   0.133037E+01   0.135882E-06   0.191813E-02  -0.192318E-05
    19   0.896199E+03   0.578014E-02   0.000000E+00   0.139043E+01   0.137643E-06   0.185629E-02  -0.211078E-05
    20   0.909298E+03   0.629168E-02   0.000000E+00   0.143951E+01   0.139219E-06   0.179745E-02  -0.213165E-05
    21   0.922749E+03   0.672938E-02   0.000000E+00   0.148142E+01   0.140632E-06   0.174190E-02  -0.203006E-05
